person_id,loan_id,cb_id,person_id,person_age,person_income,person_home_ownership,person_emp_length,loan_id,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_id,cb_person_default_on_file,cb_person_cred_hist_length
ih1b4coY-MKPa,D3NZnipT-MYS5,e4gqPknB-8hND,ih1b4coY-MKPa,44,99000,Mortgage,3,D3NZnipT-MYS5,Education,B,8000,9.25,0,0.08,e4gqPknB-8hND,N,14
iDog39su-Kk3o,k5BFeUiO-aymN,yKTZJdbD-wUE4,iDog39su-Kk3o,24,70000,Rent,1,k5BFeUiO-aymN,Venture,B,12000,11.58,0,0.17,yKTZJdbD-wUE4,N,3
yMLYbvKr-o1Fx,i01UTFte-YIvF,vYSTp6o2-ICjk,yMLYbvKr-o1Fx,25,35000,Rent,5,i01UTFte-YIvF,Medical,C,13000,13.22,1,0.37,vYSTp6o2-ICjk,N,2
3kw3dhGc-2zR3,22D1yiyz-4Aqd,R7qMsf7T-9l9b,3kw3dhGc-2zR3,22,32496,Rent,4,22D1yiyz-4Aqd,Personal,,15000,16.32,NULL,0.25,R7qMsf7T-9l9b,N,13
kxDMtD2F-eolB,BefbvexN-7BjO,3gzck1ne-AL3x,kxDMtD2F-eolB,23,88000,Rent,4,BefbvexN-7BjO,Homeimprovement,A,4000,7.14,1,0.05,3gzck1ne-AL3x,N,4
8iEuLJrr-UEaM,xCiSrBY3-xTkz,WmNz27UI-8Lex,8iEuLJrr-UEaM,33,100000,Rent,1,xCiSrBY3-xTkz,Homeimprovement,C,25000,11.66,0,0.25,WmNz27UI-8Lex,N,9
uqUEUFMH-XxW9,dfkqnt3X-qUL3,BDppjofr-tjAK,uqUEUFMH-XxW9,46,170000,Mortgage,13,dfkqnt3X-qUL3,Homeimprovement,B,7200,9.91,0,0.04,BDppjofr-tjAK,N,12
Ba36SvE4-OUlG,snc7PYtW-PlPq,5pSAKt4b-yTrQ,Ba36SvE4-OUlG,26,70000,Mortgage,3,snc7PYtW-PlPq,Education,C,3500,14.35,0,0.05,5pSAKt4b-yTrQ,N,3
mE7G92Ch-PPCT,fKYmZT1i-Yk2N,hpP4bCPc-eaks,mE7G92Ch-PPCT,27,45600,Mortgage,3,fKYmZT1i-Yk2N,Homeimprovement,A,1450,8.49,0,0.03,hpP4bCPc-eaks,N,8
5EWccsqu-eMAM,rI6gAEHy-Lpq3,KWxBznQx-shqY,5EWccsqu-eMAM,24,87000,Mortgage,5,rI6gAEHy-Lpq3,Debtconsolidation,B,10000,10.36,0,0.11,KWxBznQx-shqY,N,2
SlLiWhSp-KWWH,PPjg3s8F-PxOB,DL5AA3i8-zKti,SlLiWhSp-KWWH,23,60000,Mortgage,8,PPjg3s8F-PxOB,Debtconsolidation,B,10000,NULL,0,0.17,DL5AA3i8-zKti,N,3
X9mLDytP-W9v1,cSxNZidZ-CQNx,oyAXaLRe-KKRf,X9mLDytP-W9v1,38,36000,Mortgage,3,cSxNZidZ-CQNx,Homeimprovement,C,6000,13.99,0,0.17,oyAXaLRe-KKRf,Y,12
v1cUqkYk-kKUd,FP6ybzuD-jHjL,6kTnoCtk-UGBx,v1cUqkYk-kKUd,22,43200,Rent,4,FP6ybzuD-jHjL,Education,C,3000,13.72,0,0.07,6kTnoCtk-UGBx,Y,3
8rqq7RBp-EqFW,zzpyfzoF-Tl8E,FqtaaBsM-XpJy,8rqq7RBp-EqFW,26,50000,Mortgage,9,zzpyfzoF-Tl8E,Debtconsolidation,A,10000,NULL,0,0.2,FqtaaBsM-XpJy,N,3
6Wdjovpu-rAeP,JFLcNZvf-ztQw,TPzCcpjE-J6qI,6Wdjovpu-rAeP,25,75000,Mortgage,1,JFLcNZvf-ztQw,Medical,A,8000,7.51,0,0.11,TPzCcpjE-J6qI,N,3
Bek6IqWC-D42J,ghUaQ0R2-WgML,uu3veC8Q-fx6B,Bek6IqWC-D42J,22,72000,Mortgage,3,ghUaQ0R2-WgML,Education,B,5000,NULL,0,0.07,uu3veC8Q-fx6B,N,3
eTi7dOJ7-j1Y1,qEdt3c1B-Cyw1,JN8CLgbR-MMIh,eTi7dOJ7-j1Y1,25,134748,Mortgage,4,qEdt3c1B-Cyw1,Homeimprovement,B,25000,10.75,0,0.19,JN8CLgbR-MMIh,N,3
WnCTP02A-GYbb,NulpfmU7-JTF5,CFegE1r1-oeni,WnCTP02A-GYbb,26,48500,Mortgage,9,NulpfmU7-JTF5,Homeimprovement,A,13000,7.29,0,0.27,CFegE1r1-oeni,N,3
sq8GWYXn-TZtg,l44s8sOR-6tyU,1FBrskRk-aPqq,sq8GWYXn-TZtg,22,50000,Mortgage,3,l44s8sOR-6tyU,Education,A,2500,7.51,0,0.05,1FBrskRk-aPqq,N,4
265P88bY-iOZo,ETyNTd68-fTHm,1GgjdAGQ-UX8T,265P88bY-iOZo,23,38000,Rent,4,ETyNTd68-fTHm,Education,D,13000,NULL,1,0.34,1GgjdAGQ-UX8T,N,4
Jz61YR6s-T4Mg,eBYqlNb0-6gmF,CNFfKUgP-wiXE,Jz61YR6s-T4Mg,22,68000,Rent,7,eBYqlNb0-6gmF,Personal,B,5000,9.99,0,0.07,CNFfKUgP-wiXE,N,3
gaGC3vBw-g0rT,y8MsBbLa-aSFe,qwGRqJJZ-OWFr,gaGC3vBw-g0rT,43,90000,Rent,5,y8MsBbLa-aSFe,Debtconsolidation,B,10400,11.49,0,0.12,qwGRqJJZ-OWFr,N,14
ibqTzzYF-nxZL,v5UeuwFJ-nFeF,se5i2qhD-QyEF,ibqTzzYF-nxZL,30,48996,Rent,2,v5UeuwFJ-nFeF,Education,B,3000,10.36,0,0.06,se5i2qhD-QyEF,N,10
nvXQnbtP-ySuB,fzwUL9ff-w7z4,GZrTi3NA-8Wup,nvXQnbtP-ySuB,24,34000,Rent,2,fzwUL9ff-w7z4,Education,C,5000,12.23,1,0.15,GZrTi3NA-8Wup,N,2
hrRUzmnc-aIer,yhM4b6LA-obFQ,0hKpjd6r-WMzZ,hrRUzmnc-aIer,24,50000,Mortgage,8,yhM4b6LA-obFQ,Venture,A,13700,6.03,0,0.27,0hKpjd6r-WMzZ,N,3
WJRRYYy9-Bkv1,w5zYF6zm-gZai,Xs9lCBYW-oHtd,WJRRYYy9-Bkv1,28,120000,Mortgage,12,w5zYF6zm-gZai,Venture,B,20000,9.45,0,0.17,Xs9lCBYW-oHtd,N,10
9Znien37-9log,1YXOUWIB-Niwx,9wA6WkAp-cFFD,9Znien37-9log,23,72000,Rent,3,1YXOUWIB-Niwx,Personal,A,10000,6.91,0,0.14,9wA6WkAp-cFFD,N,2
UD4iIQfB-qlfr,8BirGgYO-I30Q,h2KUQ0pc-BACO,UD4iIQfB-qlfr,29,125800,Rent,11,8BirGgYO-I30Q,Medical,D,9000,16.77,1,0.06,h2KUQ0pc-BACO,N,8
OQXBKK5J-572u,ka6jDOZj-RxMv,o4Ot4IAC-XMmH,OQXBKK5J-572u,22,26000,Rent,0,ka6jDOZj-RxMv,Debtconsolidation,A,5600,8,0,0.22,o4Ot4IAC-XMmH,N,2
9CR8lkJD-mOWD,Lt3zYNxY-jvwO,2UdY4Grl-2rxT,9CR8lkJD-mOWD,26,68000,Rent,4,Lt3zYNxY-jvwO,Education,B,10700,12.42,0,0.16,2UdY4Grl-2rxT,N,4
3KZ9wo59-xbWE,cv5LBf7L-AALB,CxzPxXQJ-ZqAH,3KZ9wo59-xbWE,25,80000,Mortgage,9,cv5LBf7L-AALB,Venture,D,14000,15.62,0,0.17,CxzPxXQJ-ZqAH,Y,4
LPuCqbuO-LNHm,rs492bhP-25yy,QszmRdAr-nzP2,LPuCqbuO-LNHm,38,18000,Rent,4,rs492bhP-25yy,Education,C,3000,13.23,1,0.17,QszmRdAr-nzP2,Y,14
XW5y1J1c-rmDh,PIAZSaGB-6Zbk,MM20oO66-raOt,XW5y1J1c-rmDh,21,110000,Mortgage,0,PIAZSaGB-6Zbk,Venture,B,14000,9.99,0,0.13,MM20oO66-raOt,N,2
luzTyU1O-HwGP,CxnUAYrh-D7ys,SjA5dDht-BlZz,luzTyU1O-HwGP,27,54000,Rent,1,CxnUAYrh-D7ys,Homeimprovement,F,12750,NULL,1,0.24,SjA5dDht-BlZz,Y,7
tqGMI0Gk-0dGU,PNnbEW8L-vNrZ,fEUvzHiP-LlPp,tqGMI0Gk-0dGU,21,50000,Mortgage,5,PNnbEW8L-vNrZ,Debtconsolidation,A,5375,7.49,0,0.11,fEUvzHiP-LlPp,N,3
aROjSL66-byM8,t2CnWh1O-SRMU,rhsqJyC7-vHbJ,aROjSL66-byM8,27,85000,Mortgage,6,t2CnWh1O-SRMU,Homeimprovement,B,5500,11.36,0,0.06,rhsqJyC7-vHbJ,N,9
EGuaH6zf-GFok,kPBeXdxu-jW8L,5w6oBCDB-81hg,EGuaH6zf-GFok,32,65000,Own,3,kPBeXdxu-jW8L,Education,C,12000,13.35,0,0.18,5w6oBCDB-81hg,N,10
pYxCUE6A-1gHA,84KRnDad-3bbF,q1KyryWa-kR1I,pYxCUE6A-1gHA,32,120000,Mortgage,3,84KRnDad-3bbF,Debtconsolidation,A,8000,8.9,0,0.07,q1KyryWa-kR1I,N,6
67pCeYuo-XqTC,JUgFhDEF-bD4m,MDCT3yXw-02be,67pCeYuo-XqTC,23,86500,Mortgage,7,JUgFhDEF-bD4m,Personal,A,10000,12.61,1,NULL,MDCT3yXw-02be,,2
n3dEkuXk-9a8n,5jJq6OAs-3PEv,2PpNwDGd-H6T4,n3dEkuXk-9a8n,23,39000,Rent,2,5jJq6OAs-3PEv,Personal,D,10000,15.2,1,0.26,2PpNwDGd-H6T4,Y,3
6cRJ75JD-wAoL,fSW51c8z-hu6B,dKaGo2rS-49L4,6cRJ75JD-wAoL,46,81000,Mortgage,1,fSW51c8z-hu6B,Education,B,7000,9.45,1,0.09,dKaGo2rS-49L4,N,14
4G3bEHnP-qDS8,j8Het8cA-hd6B,FlEaxpS3-WJWz,4G3bEHnP-qDS8,28,42000,Rent,3,j8Het8cA-hd6B,Medical,B,8800,12.42,0,0.21,FlEaxpS3-WJWz,N,10
iKAj5uRd-lli8,TwztAMr6-9CZD,ZW5bv1w1-E3iC,iKAj5uRd-lli8,27,84000,Rent,8,TwztAMr6-9CZD,Venture,C,7200,NULL,0,0.09,ZW5bv1w1-E3iC,N,10
yzIHRPQO-Ykpc,hlgor7GD-u5j8,kzaI29Cg-5HHT,yzIHRPQO-Ykpc,24,45000,Mortgage,4,hlgor7GD-u5j8,Medical,A,1500,NULL,0,0.03,kzaI29Cg-5HHT,N,2
88uAy5y3-taFr,ZBsjybHY-SxPD,xUE43gNk-W2xg,88uAy5y3-taFr,21,53684,Mortgage,5,ZBsjybHY-SxPD,Education,D,16000,15.65,0,0.3,xUE43gNk-W2xg,Y,4
uNbUGLez-1r5s,UCNzrxYC-n5sm,CvxSoWO9-38f2,uNbUGLez-1r5s,27,31513,Rent,11,UCNzrxYC-n5sm,Homeimprovement,A,5000,6.62,1,0.16,CvxSoWO9-38f2,N,7
vdJUxQgc-Wi3f,L0aQ2f9o-sori,PLXPQsfB-aRGh,vdJUxQgc-Wi3f,24,120155,Mortgage,4,L0aQ2f9o-sori,Education,A,12000,NULL,0,0.1,PLXPQsfB-aRGh,N,4
6TemJkbQ-HQci,6T5D0jlp-41gE,8xbciYZP-bU17,6TemJkbQ-HQci,24,64000,Mortgage,7,6T5D0jlp-41gE,Debtconsolidation,F,4000,20.89,1,0.06,8xbciYZP-bU17,Y,2
puPyAKuz-86Wj,uskoBDOj-ltvE,o6XpqepX-dRMb,puPyAKuz-86Wj,24,89000,Mortgage,1,uskoBDOj-ltvE,Venture,D,25000,15.65,1,0.28,o6XpqepX-dRMb,Y,4
6geBNQMf-vOG8,Pcu5z1af-BnUj,vdY47phh-zltB,6geBNQMf-vOG8,39,61000,Mortgage,3,Pcu5z1af-BnUj,Venture,D,14000,16.29,0,0.23,vdY47phh-zltB,Y,17
uq3pj7ci-zzXp,Uj9A3QSw-NHjA,Tua6E6vm-uJRB,uq3pj7ci-zzXp,22,75000,Rent,6,Uj9A3QSw-NHjA,Personal,C,12000,13.49,0,0.16,Tua6E6vm-uJRB,N,2
bAFMcXJf-ReUj,JmRWdvlW-sTsn,IfouxLGD-IUco,bAFMcXJf-ReUj,22,35000,Rent,2,JmRWdvlW-sTsn,Medical,B,5000,11.71,0,0.14,IfouxLGD-IUco,N,2
dADhbEr8-DCF4,m0MKwbKX-o7Rl,l3BMduC0-UdhU,dADhbEr8-DCF4,22,38000,Rent,0,m0MKwbKX-o7Rl,Education,A,5000,7.29,0,0.13,l3BMduC0-UdhU,N,3
1JGqmjOz-pa44,lzRWmsqi-vbY7,mLKoeJ9D-zO7v,1JGqmjOz-pa44,30,96000,Mortgage,8,lzRWmsqi-vbY7,Education,B,17000,10.62,0,0.18,mLKoeJ9D-zO7v,N,10
IDFfjcdx-OkFP,G1Cv2kb4-9Ah9,cfi2wpdI-MYrY,IDFfjcdx-OkFP,24,43000,Mortgage,5,G1Cv2kb4-9Ah9,Homeimprovement,C,2500,13.49,0,0.06,cfi2wpdI-MYrY,Y,4
clURQDfe-2Pa8,Ivf16gub-kfRd,62aLGXPe-phv3,clURQDfe-2Pa8,22,63500,Mortgage,5,Ivf16gub-kfRd,Education,B,7200,NULL,0,0.11,62aLGXPe-phv3,N,3
MIF25Dxj-EOOi,xUEKflDd-bxho,A8pOhpHP-i6m6,MIF25Dxj-EOOi,30,110000,Own,14,xUEKflDd-bxho,Personal,C,12000,13.57,0,0.11,A8pOhpHP-i6m6,Y,10
JOiSfdRd-PIWZ,cnHzXF2x-bdhK,LykPSQS0-0Nwr,JOiSfdRd-PIWZ,28,15360,Rent,2,cnHzXF2x-bdhK,Personal,B,5375,9.91,1,0.35,LykPSQS0-0Nwr,N,5
gig213Hq-wvSA,7zQQSWyY-fjIT,tcSMkppc-Kw2W,gig213Hq-wvSA,36,81000,Mortgage,9,7zQQSWyY-fjIT,Homeimprovement,C,6000,12.99,0,0.07,tcSMkppc-Kw2W,N,17
jZZWc4ab-J6ou,ULFZNkit-3SoM,9kxGHlQ8-0bM6,jZZWc4ab-J6ou,49,77736,Mortgage,NULL,ULFZNkit-3SoM,Debtconsolidation,A,8000,6.03,0,0.1,9kxGHlQ8-0bM6,N,17
kFPir6Hx-5Nch,fktb1dZT-5Qd4,njGSPHRS-hQnB,kFPir6Hx-5Nch,21,19200,Rent,0,fktb1dZT-5Qd4,Personal,B,6000,9.88,1,0.31,njGSPHRS-hQnB,N,2
nsP9oDZx-hBnd,RurABKJ6-XMM0,S844zjup-FfSY,nsP9oDZx-hBnd,37,45000,Own,5,RurABKJ6-XMM0,Venture,A,10800,6.03,0,0.24,S844zjup-FfSY,N,14
5r7F20Cp-tKUx,ldHlqHpl-Gf6T,GQXNmKh9-Dmze,5r7F20Cp-tKUx,25,80000,Mortgage,4,ldHlqHpl-Gf6T,Medical,A,6000,7.74,0,0.07,GQXNmKh9-Dmze,N,4
dpHIN937-3HXy,q6DigsiI-yD1s,wUuBEXEA-bWUq,dpHIN937-3HXy,22,37000,Mortgage,7,q6DigsiI-yD1s,Medical,B,3600,11.71,0,0.1,wUuBEXEA-bWUq,N,2
itZpnPUf-Itbd,YkUkbUhi-vrcD,FyXJleJn-1a8F,itZpnPUf-Itbd,35,36000,Rent,3,YkUkbUhi-vrcD,Debtconsolidation,A,5000,7.51,0,0.14,FyXJleJn-1a8F,N,5
T5EgUknp-tDc6,lJM7w4cR-ciDr,qEk9v1fA-lTM4,T5EgUknp-tDc6,25,29000,Rent,2,lJM7w4cR-ciDr,Medical,C,2500,12.84,1,0.09,qEk9v1fA-lTM4,Y,4
J7XUQbpp-ds2c,E6i35isv-RIdR,znaXL93N-CxyO,J7XUQbpp-ds2c,25,25000,Own,3,E6i35isv-RIdR,Education,A,3000,6.76,0,0.12,znaXL93N-CxyO,N,2
P5kbos3W-gjPd,YlAZjkk0-onmh,1Ji7CiOr-KBiY,P5kbos3W-gjPd,39,70000,Rent,5,YlAZjkk0-onmh,Education,B,13000,11.99,0,0.19,1Ji7CiOr-KBiY,N,17
irpaeApr-e2Fg,rcHr66qo-OSNA,l4bgm30I-a1Yi,irpaeApr-e2Fg,25,25000,Own,1,rcHr66qo-OSNA,Venture,C,4800,12.53,0,0.19,l4bgm30I-a1Yi,N,3
77RIR9Iv-99oI,01e4fH6T-qmRt,ZD1joFFk-BlTX,77RIR9Iv-99oI,25,70000,Rent,6,01e4fH6T-qmRt,Personal,B,15000,11.89,0,0.21,ZD1joFFk-BlTX,N,2
vBeJP7TD-XKwE,XXa2NoIe-N1yf,pz7t6EA4-9jaR,vBeJP7TD-XKwE,22,53004,Mortgage,6,XXa2NoIe-N1yf,Education,C,1500,13.79,0,0.03,pz7t6EA4-9jaR,N,2
KdKcOfBc-Lxpz,Wf2SOTnN-FDXt,C5HT5pY1-zxBl,KdKcOfBc-Lxpz,23,53000,Mortgage,6,Wf2SOTnN-FDXt,Debtconsolidation,B,6000,10.65,1,0.11,C5HT5pY1-zxBl,N,3
pnNPL24Z-GxPQ,GcEBx4u0-3yDO,7sffy7pA-GC6a,pnNPL24Z-GxPQ,22,40000,Rent,2,GcEBx4u0-3yDO,Education,C,8000,12.99,0,0.2,7sffy7pA-GC6a,N,2
EgRceHZ1-JwUR,1Ctc6lWA-kSnK,gmsbhYcy-wKbk,EgRceHZ1-JwUR,23,159996,Mortgage,2,1Ctc6lWA-kSnK,Personal,A,12000,5.42,0,0.08,gmsbhYcy-wKbk,N,4
TapE622Q-HI5E,k7sCs0J1-acTN,PiAUWw6E-fP2s,TapE622Q-HI5E,35,93000,Rent,12,k7sCs0J1-acTN,Venture,C,14000,13.16,0,0.15,PiAUWw6E-fP2s,N,6
EnJrdwk6-nBp5,8SICpUdv-6IGx,bY66SqiB-8cvx,EnJrdwk6-nBp5,24,27456,Rent,1,8SICpUdv-6IGx,Medical,C,9250,12.87,1,0.34,bY66SqiB-8cvx,N,3
M6HNNrlo-0YU5,0OzNOCXv-oI4c,vETmCSpt-iRba,M6HNNrlo-0YU5,23,46000,Rent,2,0OzNOCXv-oI4c,Personal,F,12800,19.41,1,0.28,vETmCSpt-iRba,Y,2
b7i3eQ0L-GsoT,oN6EUCz8-aYrO,gPA47eZp-5exL,b7i3eQ0L-GsoT,24,22320,Own,4,oN6EUCz8-aYrO,Medical,E,1000,16.32,1,0.04,gPA47eZp-5exL,N,2
kboPAqYT-dXTW,RB4AtDJX-XxCD,4ME1z3AE-TEnu,kboPAqYT-dXTW,28,NULL,Mortgage,2,RB4AtDJX-XxCD,Education,B,4600,9.99,0,0.06,4ME1z3AE-TEnu,,2
GCRnsNbT-UL9e,7MjTBcfB-f3SA,tC2ZWnQY-wS2H,GCRnsNbT-UL9e,27,12000,Rent,0,7MjTBcfB-f3SA,Venture,C,4000,14.22,1,0.33,tC2ZWnQY-wS2H,Y,7
Y460Ntgt-uTAj,xh2Gwp30-5YBR,pXvXMP5x-97ff,Y460Ntgt-uTAj,30,100000,Mortgage,13,xh2Gwp30-5YBR,Personal,A,10000,6.17,0,0.1,pXvXMP5x-97ff,N,9
4eNiUb0n-wmdW,lgOkxPOP-wDJu,gM00maY2-Aada,4eNiUb0n-wmdW,22,58608,Rent,4,lgOkxPOP-wDJu,Medical,A,10000,7.51,0,0.17,gM00maY2-Aada,N,2
gEqUz3Il-elz2,Oyd3xUbQ-oyRR,cnPrtnix-Dfpj,gEqUz3Il-elz2,24,66500,Mortgage,0,Oyd3xUbQ-oyRR,Homeimprovement,A,8800,8.59,0,0.13,cnPrtnix-Dfpj,N,4
Kkgm3r5X-gzxn,le7RnbAC-c2j2,twu5rRnH-ieGr,Kkgm3r5X-gzxn,27,65000,Mortgage,NULL,le7RnbAC-c2j2,Venture,A,6025,6.03,0,0.09,twu5rRnH-ieGr,N,10
tAkuk5J3-ZiMd,iYKNO1mG-0S8a,KedJFlxz-lS6M,tAkuk5J3-ZiMd,33,78000,Rent,5,iYKNO1mG-0S8a,Medical,A,4000,7.14,0,0.05,KedJFlxz-lS6M,N,7
nZfoavGE-ypTj,su2UCzq1-lJCg,8cIqoRy1-TQOb,nZfoavGE-ypTj,26,63400,Own,0,su2UCzq1-lJCg,Venture,B,20000,9.62,0,0.32,8cIqoRy1-TQOb,N,3
FM1TAMdZ-fHGC,GTIEZ3n5-XIOw,pS6giwzp-E8Kb,FM1TAMdZ-fHGC,26,40000,Rent,11,GTIEZ3n5-XIOw,Personal,B,5000,9.91,0,0.13,pS6giwzp-E8Kb,N,3
GT0dNy5B-hLzc,paJQZE70-sTLH,4mD2X9QD-oCX5,GT0dNy5B-hLzc,35,40000,Rent,2,paJQZE70-sTLH,Medical,B,2200,NULL,0,0.06,4mD2X9QD-oCX5,N,10
RlseJBxK-6YmY,eonD9ohq-hYFW,LwxeXCrL-WCmr,RlseJBxK-6YmY,29,58000,Mortgage,9,eonD9ohq-hYFW,Education,B,15900,NULL,0,0.27,LwxeXCrL-WCmr,N,6
O1NR2NjG-auh7,QGRnukUT-N6ZG,uf7A81UJ-fJ1P,O1NR2NjG-auh7,26,100000,Rent,6,QGRnukUT-N6ZG,Medical,A,8000,6.54,0,0.08,uf7A81UJ-fJ1P,N,3
Bz4RqFps-bAvJ,xxfa4a8H-dSMy,IZLQpbxQ-Jdan,Bz4RqFps-bAvJ,27,58000,Rent,0,xxfa4a8H-dSMy,Homeimprovement,C,8500,13.49,0,0.15,IZLQpbxQ-Jdan,Y,6
oCbIodU1-UyhA,X3DKU4y3-l4dL,UOldD4iA-8Dyx,oCbIodU1-UyhA,23,30000,Rent,1,X3DKU4y3-l4dL,Debtconsolidation,E,10000,16,1,0.33,UOldD4iA-8Dyx,N,4
v1Tb71k6-uftX,2I1hrWzy-g1fu,Te2xXipB-gLhZ,v1Tb71k6-uftX,29,72000,Mortgage,3,2I1hrWzy-g1fu,Medical,B,14000,10.65,0,0.19,Te2xXipB-gLhZ,N,7
qM8u6ICU-D254,FkpyfcdZ-LtcS,u2MHNS2e-3MkM,qM8u6ICU-D254,23,67200,Rent,7,FkpyfcdZ-LtcS,Education,C,5650,13.47,0,0.08,u2MHNS2e-3MkM,N,2
rMcqxKt5-MjmH,lM4aIMAO-1ohS,JKLOU22e-02ut,rMcqxKt5-MjmH,22,21000,Mortgage,4,lM4aIMAO-1ohS,Debtconsolidation,B,3000,11.49,0,0.14,JKLOU22e-02ut,N,3
5ukrzUkm-rY8R,q2a3mSUU-Ps23,38CPsSvM-xxxk,5ukrzUkm-rY8R,46,39000,Rent,2,q2a3mSUU-Ps23,Debtconsolidation,B,15000,10.99,1,0.38,38CPsSvM-xxxk,N,12
mHikGiZj-l7Zn,Rgf1LkrH-kA3K,yMYlEqSH-HDOv,mHikGiZj-l7Zn,34,47700,Rent,2,Rgf1LkrH-kA3K,Debtconsolidation,A,9000,7.14,0,0.19,yMYlEqSH-HDOv,N,10
QSofkn0L-Pd2C,7Ofsm5Pf-dXQ6,bDquDPXa-R5nw,QSofkn0L-Pd2C,33,155000,Rent,3,7Ofsm5Pf-dXQ6,Medical,A,8000,7.9,0,0.05,bDquDPXa-R5nw,N,6
DYFUqWAG-bxAW,2sJtRDCm-jGKC,8tfn709u-IeUv,DYFUqWAG-bxAW,34,160000,Mortgage,1,2sJtRDCm-jGKC,Homeimprovement,A,23000,6.91,0,0.14,8tfn709u-IeUv,N,10
li2oL3yX-rQm3,0CLX2tYt-7uZg,tqTt0cfp-pcTP,li2oL3yX-rQm3,24,60000,Rent,0,0CLX2tYt-7uZg,Venture,A,6800,7.51,0,0.11,tqTt0cfp-pcTP,N,2
za3pRcBS-ZQhh,ROrzTrJz-x3wW,KbT6oFkW-qBaA,za3pRcBS-ZQhh,24,86700,Rent,2,ROrzTrJz-x3wW,Education,A,11200,NULL,0,0.13,KbT6oFkW-qBaA,N,4
ObFHX0Of-7xYb,UCzv7dPw-4Rd4,L58HzYEF-OsNR,ObFHX0Of-7xYb,26,120000,Mortgage,5,UCzv7dPw-4Rd4,Venture,B,13000,10.99,0,0.11,L58HzYEF-OsNR,N,2
gFLnwSNK-qNc0,CAM7GNwk-0XpS,wLJiUk60-qge5,gFLnwSNK-qNc0,38,118000,Mortgage,12,CAM7GNwk-0XpS,Personal,B,11400,10.59,0,0.1,wLJiUk60-qge5,N,16
f8aIWcfu-fGhI,HQC4CILd-XvoF,kQYx43UR-XeeA,f8aIWcfu-fGhI,23,107500,Rent,7,HQC4CILd-XvoF,Medical,A,10000,7.66,0,0.09,kQYx43UR-XeeA,N,2
8n6T2YkC-5U7r,gcmxsySg-z4S2,zpDk0S9z-m5cK,8n6T2YkC-5U7r,26,44000,Mortgage,7,gcmxsySg-z4S2,Personal,E,10000,17.14,0,0.23,zpDk0S9z-m5cK,N,4
GcNGfdKL-TzXP,b6NCmqcz-I6hu,QK5P0Ees-6vxB,GcNGfdKL-TzXP,26,122500,Rent,1,b6NCmqcz-I6hu,Medical,B,10000,10.65,0,0.08,QK5P0Ees-6vxB,N,3
w0ozvRbG-xRDg,SEpgMhXx-GZ2j,HaxNMxnK-Q1Xk,w0ozvRbG-xRDg,45,35000,Other,6,SEpgMhXx-GZ2j,Personal,B,4800,NULL,0,0.14,HaxNMxnK-Q1Xk,N,12
m2dPaonN-q8X4,Ty5mDzhu-khu8,xfRiI5gq-uW3f,m2dPaonN-q8X4,24,45000,Mortgage,2,Ty5mDzhu-khu8,,A,4000,7.51,0,0.11,xfRiI5gq-uW3f,,4
8mvcX5Nk-h5UT,NqMbPTsn-p8BS,tsfLY9qc-foKU,8mvcX5Nk-h5UT,23,39996,Rent,6,NqMbPTsn-p8BS,Medical,B,12000,9.63,0,0.3,tsfLY9qc-foKU,N,3
PdlSA1hk-JPib,e1aH6Xr8-Newt,JLND8Hbk-LA4x,PdlSA1hk-JPib,26,62400,Mortgage,10,e1aH6Xr8-Newt,Debtconsolidation,A,11000,NULL,0,0.18,JLND8Hbk-LA4x,N,3
jRLazGbx-bzl0,HRWhuwH6-qDgh,00gY4wj6-PyJ0,jRLazGbx-bzl0,37,62400,Mortgage,5,HRWhuwH6-qDgh,Venture,D,10000,14.61,0,0.16,00gY4wj6-PyJ0,Y,17
gMdbFU8W-bPDW,CDE29YIb-0ZO4,TMEvAwjF-RsfX,gMdbFU8W-bPDW,35,82000,Mortgage,4,CDE29YIb-0ZO4,Homeimprovement,E,10000,16.69,0,0.12,TMEvAwjF-RsfX,Y,9
gFNY6QWA-uiBQ,rOfO9Qu9-3IIc,1A7Q9zvt-FAY7,gFNY6QWA-uiBQ,26,53500,Rent,1,rOfO9Qu9-3IIc,Personal,B,5000,12.18,0,0.09,1A7Q9zvt-FAY7,N,3
ifTW95P6-Cbqh,wI1rtBB4-7lFr,5GjPyYn8-0Zqy,ifTW95P6-Cbqh,36,48450,Rent,2,wI1rtBB4-7lFr,Debtconsolidation,C,10000,13.61,0,0.21,5GjPyYn8-0Zqy,N,15
RNghW4dR-633S,AHE4va2D-1Kev,LSqbXm3H-ZhFD,RNghW4dR-633S,23,27600,Mortgage,NULL,AHE4va2D-1Kev,Education,A,9800,7.29,0,0.36,LSqbXm3H-ZhFD,N,4
HJbrvs0x-95Yx,6wHauW0B-GJ3P,s3bqfL5O-cPPd,HJbrvs0x-95Yx,23,92500,Rent,6,6wHauW0B-GJ3P,Venture,B,2500,10.74,0,0.03,s3bqfL5O-cPPd,N,3
OjC7Ylgx-6F7L,dTPzRoF6-LIXS,1G52vR37-wRxH,OjC7Ylgx-6F7L,21,76000,Mortgage,6,dTPzRoF6-LIXS,Medical,B,14000,12.69,0,0.18,1G52vR37-wRxH,N,3
